source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp
1360216593615621504,19.524946,19.404839,18.688543,0.71629524,-0.12010765,0.8364029
1360216593615629056,18.890514,19.067354,18.419436,0.6479187,0.17683983,0.47107887
1360216593615746944,20.71453,21.047113,20.11394,0.93317413,0.33258247,0.60059166
1360216593616125056,20.878714,21.135525,20.704681,0.43084335,0.25681114,0.17403221
1360216593616130176,20.748207,20.782785,20.068974,0.7138119,0.034578323,0.67923355
1360216593617019136,20.658743,20.8437,20.323204,0.52049637,0.1849575,0.33553886
1360216593617023232,19.657316,19.942213,19.132078,0.8101349,0.28489685,0.52523804
1360216593617023616,18.7709,19.061996,18.420473,0.64152336,0.29109573,0.35042763
1360216593617025024,20.85583,,,,,
1360216662335116928,20.497986,20.710587,19.89425,0.8163357,0.21260071,0.60373497
1360216593617025152,15.83984,16.226566,15.271709,0.9548569,0.38672638,0.5681305
1360216593617114624,20.732084,20.982386,19.866043,1.1163425,0.25030136,0.8660412
1360216593617532160,20.23666,20.574848,19.951096,0.6237526,0.33818817,0.28556442
1360216593617532672,20.543642,21.10525,19.94338,1.161869,0.56160736,0.6002617
1360216623680561536,20.463282,20.852476,20.10224,0.7502365,0.3891945,0.36104202
1360216623680566912,18.113058,18.357292,17.715086,0.6422062,0.24423409,0.3979721
1360216623680567168,18.575798,18.83909,18.22022,0.6188698,0.2632923,0.35557747
1360216623680568704,19.459822,19.800735,19.111053,0.689682,0.34091377,0.34876823
1360216623680571264,18.710682,18.978579,18.32771,0.65086937,0.26789665,0.38297272
1360216623680572288,20.047264,20.074873,19.458868,0.61600494,0.027608871,0.5883961
1360216623680574080,18.300718,18.530027,17.887106,0.64292145,0.22930908,0.41361237
1360216623680574208,19.041636,19.340065,18.735668,0.6043968,0.2984295,0.30596733
1360216623680574720,19.591942,19.958797,19.286674,0.67212296,0.36685562,0.30526733
1360216623680764416,19.392406,19.694511,19.041798,0.6527138,0.30210495,0.35060883
1360216623680765184,20.93358,20.898783,20.166714,0.732069,-0.03479767,0.7668667
1360216623680766336,20.257198,20.663488,19.926277,0.7372112,0.40629005,0.33092117
1360216623686071808,19.969248,20.15828,19.34181,0.8164692,0.1890316,0.6274376
1360216627975374848,18.87635,18.901144,18.269238,0.6319065,0.024793625,0.6071129
1360216627975375616,19.196203,19.055801,18.544561,0.51124,-0.14040184,0.65164185
1360216627975379840,20.188913,20.670216,19.87934,0.7908764,0.48130226,0.30957413
1360216627975380352,20.630962,,,,,
1360216627975380480,19.671673,19.551203,18.995398,0.5558052,-0.12047005,0.67627525
1360216627975380608,20.083218,20.30055,19.530136,0.77041435,0.21733284,0.5530815
1360216627975382016,20.495846,20.865244,20.263916,0.6013279,0.36939812,0.23192978
1360216627975385472,20.287664,20.553339,19.9837,0.5696392,0.2656746,0.3039646
1360216627975385984,19.359959,19.490498,18.88222,0.6082783,0.13053894,0.47773933
1360216627975386880,20.539625,20.790375,19.859112,0.93126297,0.2507496,0.6805134
1360216627975390080,18.52206,18.751791,18.20164,0.5501518,0.2297306,0.32042122
1360216627975390336,20.140896,20.490227,19.853998,0.63622856,0.3493309,0.28689766
1360216627975390464,20.799006,20.466991,19.800005,0.66698647,-0.33201408,0.99900055
1360216627975390976,20.27963,20.159252,19.526264,0.632988,-0.120378494,0.7533665
1360216627975391872,18.626251,18.867561,18.239735,0.6278267,0.24131012,0.38651657
1360216627975394560,19.961308,20.278593,19.509647,0.7689457,0.31728554,0.45166016
1360216627975395840,19.035963,19.31118,18.698257,0.61292267,0.27521706,0.3377056
1360216627975396480,20.528975,20.852661,19.890018,0.96264267,0.3236866,0.63895607
1360216627975490176,20.859411,21.158691,20.584883,0.57380867,0.29928017,0.2745285
1360216627975860736,20.793613,21.084894,20.567932,0.51696205,0.29128075,0.2256813
1360216627975864192,20.794123,21.312239,20.186468,1.1257706,0.518116,0.6076546
1360216627975864320,20.75933,20.949125,20.143332,0.80579376,0.18979454,0.6159992
1360216627975985536,20.947693,,,,,
1360216627975986688,20.982985,21.40124,20.537296,0.8639431,0.41825485,0.44568825
1360216627976766336,20.239765,,,,,
1360216627976766976,14.177196,14.488396,13.706376,0.7820196,0.31120014,0.47081947
1360216627976768256,19.034609,19.291912,18.697554,0.59435844,0.25730324,0.3370552
1360216627976769152,19.925352,19.257399,18.855858,0.40154076,-0.6679535,1.0694942
1360216627976769664,18.265331,18.550665,17.924427,0.62623787,0.28533363,0.34090424
1360216627976770176,20.592112,20.41426,19.804441,0.6098194,-0.17785072,0.78767014
1360216627976770688,16.93162,18.390972,15.733292,2.6576805,1.4593525,1.198328
1360216627976770816,14.934922,15.257105,14.445501,0.81160355,0.32218266,0.4894209
1360216627976770944,20.138565,20.093538,19.341063,0.75247574,-0.04502678,0.7975025
1360216627977273472,19.182096,19.472673,18.815573,0.6571007,0.29057693,0.36652374
1360216627977273600,20.56472,21.043438,20.283499,0.7599392,0.4787178,0.2812214
1360216627977275392,20.423462,21.175627,20.351772,0.82385445,0.75216484,0.071689606
1360216658040314496,19.672186,20.00326,19.312645,0.6906147,0.33107376,0.35954094
1360216658040316928,19.358526,19.660086,18.954723,0.7053623,0.30155945,0.40380287
1360216658040317056,18.836527,19.077108,18.509415,0.5676937,0.24058151,0.3271122
1360216658040323712,17.132534,17.476856,16.600607,0.8762493,0.3443222,0.5319271
1360216658040323840,17.708172,18.027155,17.255535,0.7716198,0.31898308,0.45263672
1360216658040323968,19.269669,19.53558,18.86743,0.66814995,0.2659111,0.40223885
1360216658040505984,20.76176,21.020634,20.276842,0.7437916,0.258873,0.4849186
1360216658040673152,18.755106,18.966951,18.357084,0.6098671,0.2118454,0.3980217
1360216658040673280,19.648518,19.967525,19.178535,0.78899,0.31900787,0.46998215
1360216658040674048,19.531069,19.930363,19.273447,0.65691566,0.3992939,0.25762177
1360216658044720256,19.802748,20.25616,19.588587,0.6675739,0.453413,0.21416092
1360216658045814912,19.690605,19.824747,19.302353,0.5223942,0.13414192,0.38825226
1360216658045815168,19.473478,19.75728,19.057848,0.6994324,0.28380203,0.41563034
1360216662335102592,19.393162,19.607502,18.893133,0.7143688,0.21434021,0.5000286
1360216662335102848,19.883461,20.097616,19.530115,0.56750107,0.2141552,0.35334587
1360216662335106688,19.777975,19.981838,19.419447,0.5623913,0.20386314,0.35852814
1360216662335108736,19.268843,19.558325,18.934973,0.62335205,0.28948212,0.33386993
1360216662335108864,20.585075,,,,,
1360216662335108992,20.641678,,,,,
1360216662335109248,19.606165,19.747532,19.075966,0.671566,0.14136696,0.53019905
1360216662335109504,20.513113,20.712475,19.964626,0.7478485,0.1993618,0.5484867
1360216662335109632,20.445263,19.281872,19.834858,-0.55298615,-1.1633911,0.61040497
1360216662335111296,18.849413,19.082886,18.53611,0.5467758,0.23347282,0.313303
1360216662335113472,19.546305,19.827045,19.227936,0.59910965,0.28074074,0.3183689
1360216662335116032,18.84671,19.07447,18.496412,0.57805824,0.22776031,0.35029793
1360216662335116288,20.510193,21.067034,20.417835,0.64919853,0.5568409,0.092357635
1360216662335117440,20.054333,20.214964,19.597431,0.61753273,0.16063118,0.45690155
1360216662335118080,19.488052,19.612967,19.023733,0.5892334,0.12491417,0.46431923
1360216662335120256,20.810343,20.162926,19.456707,0.7062187,-0.64741707,1.3536358
1360216662335120512,19.148024,,,,,
1360216662335123712,20.715471,22.649868,20.640656,2.0092125,1.9343967,0.07481575
1360216662335125888,20.834234,,,,,
1360216662335126016,18.567606,18.72787,18.11188,0.6159916,0.16026497,0.45572662
1360216662335126144,20.252783,,,,,
1360216662335126272,20.144682,,,,,
1360216662335126400,20.620148,21.156605,20.345364,0.81124115,0.53645706,0.2747841
1360216662335126528,20.217545,20.552189,19.80923,0.74295807,0.33464432,0.40831375
1360216662335127424,20.772219,20.886568,20.732386,0.15418243,0.114349365,0.03983307
1360216662335127552,20.88554,21.07437,20.753817,0.32055283,0.18882942,0.1317234
1360216662335127808,20.960493,21.28239,20.675497,0.60689354,0.3218975,0.28499603
1360216662335128192,20.848255,20.94768,20.233915,0.7137642,0.09942436,0.6143398
1360216662335128320,20.273964,20.800064,19.893456,0.9066086,0.52610016,0.38050842
1360216662335129856,20.139248,20.66404,19.813158,0.8508816,0.5247917,0.32608986
1360216662335130112,19.02501,19.35872,18.751383,0.60733795,0.33371162,0.27362633
1360216662335225728,20.78846,20.798271,20.09345,0.70482063,0.009811401,0.69500923
1360216662335227520,20.498077,21.151875,20.0976,1.0542736,0.65379715,0.40047646
1360216662335227648,20.805649,,16.48036,,,4.325289
1360216662335603584,21.04628,21.255404,20.903648,0.35175514,0.20912361,0.14263153
1360216662335605760,20.54133,20.983416,20.11199,0.8714256,0.44208527,0.42934036
1360216662335606656,20.451197,20.964102,20.09108,0.8730221,0.5129051,0.36011696
1360216662335607552,20.861824,,,,,
1360216662335608832,20.671003,20.914007,20.23913,0.67487717,0.24300385,0.43187332
1360216662335609472,20.910461,21.276716,20.654165,0.62255096,0.3662548,0.25629616
1360216662335724928,20.616955,20.814875,20.245253,0.56962204,0.19791985,0.3717022
1360216662335725184,20.84982,21.162653,20.55775,0.60490227,0.3128338,0.29206848
1360216662335725440,20.938192,,,,,
1360216662335726336,21.110535,,,,,
1360216662335771520,20.739658,21.224463,20.568666,0.65579605,0.48480415,0.1709919
1360216662335771648,20.804745,,19.569244,,,1.2355003
1360216662335772032,20.790705,21.472761,20.79147,0.6812916,0.6820564,-7.648468E-4
1360216662335772160,20.54391,21.077515,20.305964,0.77155113,0.5336056,0.23794556
1360216662335902080,20.937542,21.215696,20.944538,0.27115822,0.27815437,-0.006996155
1360216662336007936,21.023775,,,,,
1360216662336500736,19.502935,19.310244,18.710407,0.59983635,-0.1926918,0.79252815
1360216662336502528,18.504417,18.74955,18.16862,0.5809307,0.24513245,0.33579826
1360216662336504832,19.749472,20.008581,19.3168,0.691782,0.2591095,0.4326725
1360216662336505728,19.779778,20.130226,19.387808,0.7424183,0.3504486,0.39196968
1360216662336505984,20.323956,20.844778,20.085304,0.7594738,0.5208225,0.23865128
1360216662336506752,19.180141,19.471632,18.818378,0.65325356,0.29149055,0.361763
1360216662336507008,17.35024,17.49929,16.679846,0.81944466,0.14904976,0.6703949
1360216662336507648,15.348158,15.746629,14.766369,0.9802599,0.39847088,0.581789
1360216662336535424,19.33675,19.309715,18.622238,0.6874771,-0.02703476,0.7145119
1360216662337012096,20.683823,20.867388,20.335243,0.53214455,0.18356514,0.3485794
1360216662337012608,21.002945,,20.505846,,,0.49709892
1360216662337012864,19.92262,20.145126,19.554296,0.59082985,0.22250557,0.36832428
1360216662337013376,17.988379,18.239569,17.565609,0.67395973,0.2511902,0.42276955
1360216692400051328,19.36333,19.576946,18.878899,0.69804764,0.21361542,0.48443222
1360216692400052736,19.292221,19.352425,18.700481,0.6519432,0.060203552,0.59173965
1360216692400053632,20.359846,20.419128,19.741459,0.6776695,0.059282303,0.6183872
1360216692400057856,19.865873,20.252577,19.424192,0.8283844,0.3867035,0.4416809
1360216692400059008,19.242517,19.56135,18.192926,1.3684235,0.3188324,1.0495911
1360216692400060544,19.813148,20.214443,19.359303,0.8551407,0.4012947,0.45384598
1360216692400061312,20.161491,20.607656,19.774536,0.83312035,0.44616508,0.38695526
1360216692400061824,19.870249,20.30964,19.436247,0.873394,0.4393921,0.43400192
1360216692400062720,19.892063,20.38326,19.497412,0.885849,0.4911976,0.3946514
1360216692400246016,19.882818,20.128616,19.56854,0.56007576,0.24579811,0.31427765
1360216692400248192,21.029613,21.443413,20.532808,0.9106045,0.4137993,0.4968052
1360216692400248320,20.613892,21.241682,20.400593,0.84108925,0.62779045,0.2132988
1360216692400412288,18.32365,18.618204,17.979404,0.63879967,0.29455376,0.3442459
1360216692405553920,20.51544,20.900713,20.147327,0.75338554,0.38527298,0.36811256
1360216692405555200,20.454632,20.58165,19.947466,0.6341839,0.12701797,0.5071659
1360216692405555712,19.912169,20.21987,19.510046,0.7098236,0.3077011,0.4021225
1360216692405556352,20.197771,20.070753,19.470284,0.6004696,-0.12701797,0.72748756
1360216692405557504,19.481121,19.67612,19.063639,0.6124821,0.1949997,0.41748238
1360216696694808064,19.913994,20.179947,19.487476,0.69247055,0.26595306,0.4265175
1360216696694808960,20.566114,20.983631,20.363916,0.61971474,0.4175167,0.20219803
1360216696694810368,20.54868,21.020973,20.024796,0.9961777,0.47229385,0.5238838
1360216696694810496,20.542767,21.204313,20.194502,1.0098114,0.6615467,0.3482647
1360216696694811008,20.740627,,,,,
1360216696694813312,20.861868,,,,,
1360216696694814336,20.07433,20.017666,19.374315,0.6433506,-0.056663513,0.7000141
1360216696694814976,20.716333,21.125538,20.468647,0.65689087,0.40920448,0.24768639
1360216696694815488,20.34632,19.92805,19.344547,0.5835018,-0.4182701,1.0017719
1360216696694819456,20.288502,20.520142,19.735783,0.784359,0.23163986,0.5527191
1360216696694819840,20.681816,,,,,
1360216696694822272,18.42687,18.487703,17.854229,0.63347435,0.060832977,0.5726414
