source_id,ra,ra_error,dec,dec_error,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,grvs_mag,grvs_mag_error,phot_variable_flag,non_single_star,has_xp_continuous,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
6083692639334037248,201.273696368266,0.06784086,-47.48578079293781,0.056289338,0.12899567061889697,-3.3298527036871874,-6.607917817956665,16.972862,17.399986,16.382135,1.0178509,0.42712402,0.59072685,,,,NOT_AVAILABLE,0,true,false,false,false,true,5398.3696,4.7233,-2.3183,1245.4313,0.2314,0.1897,0.1042
6083692639334425600,201.27735802976594,0.81979257,-47.48885534880001,0.7058124,0.2719762275472776,-4.189670025150122,-6.00823891600527,20.532536,21.230488,20.19558,1.0349083,0.6979523,0.33695602,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583160192,201.53914651562417,0.14925604,-47.45710865306649,0.14794348,0.20728483658174368,-4.725552076375571,-6.213983502962317,16.691786,16.740166,15.648506,1.0916595,0.048379898,1.0432796,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583160320,201.55267379392455,0.23219357,-47.457259344563006,0.2648845,2.6470792814036233,-4.599721779710708,-4.722005441232657,17.039286,16.718592,15.778957,0.9396343,-0.32069397,1.2603283,,,,NOT_AVAILABLE,0,true,false,false,false,false,,,,,,,
6083712911583162368,201.5484654961566,6.290005,-47.45569807391159,13.8255415,,,,18.174417,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583163904,201.5458281653328,1.4145967,-47.453720369098136,1.3784727,,,,18.451162,17.650963,16.794329,0.85663414,-0.8001995,1.6568336,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583164032,201.54430883059464,1.6643385,-47.45444840427882,1.8476105,,,,17.401323,16.728235,15.912862,0.8153734,-0.6730881,1.4884615,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583165312,201.5492377486247,0.15129367,-47.45450627000124,0.19205691,-0.5020741174012486,-2.8336961008862964,-7.077359786738421,17.75362,17.226221,15.878795,1.3474264,-0.52739906,1.8748255,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583165952,201.54319130937617,0.15586996,-47.45414529160072,0.18898778,-0.8578133589894379,-4.330167629611308,-7.547014784270846,14.775225,14.78502,14.468772,0.31624794,0.009795189,0.30645275,,,,NOT_AVAILABLE,0,true,false,false,false,true,10960.159,3.7407,-0.794,7414.72,0.7513,0.7127,0.3824
6083712911583167104,201.55862913166837,0.073898636,-47.45361810245194,0.08501989,0.061179255816963485,-2.5300820996230833,-6.401493721605671,16.670986,16.522596,15.627112,0.895484,-0.14838982,1.0438738,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583168000,201.55664580573136,2.4581585,-47.45341409417624,2.9523556,,,,18.634947,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583168256,201.5557166505635,0.09574194,-47.45313403926824,0.09612051,0.874501877044215,-3.8692724628685644,-5.577628392531306,16.566206,15.970999,14.590132,1.380867,-0.5952072,1.9760742,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583170048,201.55694772095612,0.03409535,-47.452519045672474,0.043417487,0.14036380491029501,-3.9191526891279755,-6.226973284326754,12.784441,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583173632,201.55015557598392,0.043057594,-47.45059233055297,0.04289934,0.0674390869398266,-3.192044256221661,-6.244400188632705,15.647155,15.953733,14.8658,1.0879335,0.30657864,0.7813549,,,,NOT_AVAILABLE,0,false,false,false,false,true,5773.48,3.6161,-1.8792,2454.7458,0.7963,0.6572,0.3629
6083712911583176192,201.5542997105158,1.0773032,-47.44935699037913,0.98671484,,,,17.957321,17.427471,16.517784,0.90968704,-0.52985,1.439537,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583176448,201.54536767838988,2.3084807,-47.44959035585902,0.6986709,,,,18.5647,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583180544,201.5532690951036,1.0635695,-47.44687475861941,1.0342288,,,,17.661638,17.135406,16.265776,0.8696308,-0.52623177,1.3958626,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583587712,201.55937385319277,0.37529668,-47.45599713566846,0.4852591,-0.3559269329013924,-4.356400313833289,-4.565232423486796,17.151453,16.953579,15.991072,0.96250725,-0.19787407,1.1603813,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
6083712911583894784,201.53949701845045,3.2325618,-47.45555232397904,29.15533,,,,18.562078,16.493933,15.675719,0.81821346,-2.0681458,2.8863592,,,,NOT_AVAILABLE,0,false,false,false,false,false,,,,,,,
