source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp
1328027974101282432,17.925974,18.318329,17.447617,0.8707123,0.39235497,0.47835732
1328027974101287168,19.421143,19.713385,19.015446,0.6979389,0.29224205,0.40569687
1328027974101287424,17.894596,18.414951,17.209692,1.2052593,0.5203552,0.6849041
1328027974101289856,19.206999,19.843334,18.508242,1.3350925,0.6363354,0.6987572
1328027974103687680,21.015316,20.793528,20.214314,0.5792141,-0.2217884,0.8010025
1328027978402791680,21.088997,20.86633,19.913153,0.9531765,-0.2226677,1.1758442
1328027978404360320,16.664549,17.015617,16.14636,0.869257,0.3510685,0.5181885
1328028008461022592,20.290764,21.053518,19.187664,1.8658543,0.76275444,1.1030998
1328028008461029760,20.526066,21.434021,19.39824,2.0357819,0.90795517,1.1278267
1328028012754882944,20.438036,20.753714,19.976154,0.7775593,0.31567764,0.46188164
1328028012764113280,15.372937,15.72343,14.859472,0.8639574,0.35049248,0.5134649
1328028012765438720,19.767128,20.203022,19.434242,0.76877975,0.435894,0.33288574
1328028042820765312,20.326668,20.735287,19.763552,0.971735,0.40861893,0.5631161
1328028145899977728,19.466778,20.194336,18.776932,1.4174042,0.72755814,0.68984604
1328028145899981952,19.195545,19.521349,18.788887,0.7324619,0.32580376,0.40665817
1328028150203049728,17.96369,18.34499,17.463425,0.8815651,0.38129997,0.5002651
1328028180259726720,18.546402,19.24427,17.744207,1.500063,0.69786835,0.8021946
1328028180259727744,20.865656,20.789106,19.990633,0.79847336,-0.07654953,0.8750229
1328028180259729920,20.809875,20.913027,20.08781,0.8252163,0.10315132,0.722065
1328028180259732736,19.545393,19.89694,19.099785,0.7971554,0.35154724,0.44560814
1328028180259735552,19.318888,19.63887,18.924915,0.7139549,0.31998253,0.3939724
1328028180259740032,20.434685,20.800495,20.007788,0.79270744,0.3658104,0.42689705
1328028180262193152,19.746122,19.98732,19.215342,0.7719784,0.24119759,0.5307808
1328028214619467392,18.661667,18.881493,18.29364,0.5878525,0.21982574,0.36802673
1328028214621995904,20.836126,20.767406,20.416714,0.35069275,-0.068719864,0.4194126
1328028248979220224,19.607498,20.054852,19.207502,0.84734917,0.44735336,0.3999958
1328028253284316160,20.760393,19.874554,18.31356,1.5609932,-0.88583946,2.4468327
1328028283338946816,20.272575,20.561161,19.651573,0.90958786,0.28858566,0.6210022
1328028283338950400,19.497635,19.847624,19.087631,0.7599926,0.34998894,0.41000366
1328028283338960512,19.906837,20.308653,19.490429,0.81822395,0.4018154,0.41640854
1328028317698697600,18.530441,18.753094,18.02136,0.7317333,0.22265244,0.5090809
1328028317698702336,19.620913,19.933754,19.206444,0.7273102,0.31284142,0.41446877
1328028317698710144,20.645458,20.961672,20.053225,0.90844727,0.3162136,0.59223366
1328028352058413312,19.414816,19.67313,18.923683,0.74944687,0.25831413,0.49113274
1328028352058421376,19.97656,21.112558,18.790157,2.322401,1.1359978,1.1864033
1328028352058425216,19.724657,20.060837,19.271513,0.7893238,0.33617973,0.45314407
1328028386418173440,20.5544,20.673851,20.108456,0.56539536,0.11945152,0.44594383
1328028386418179712,20.820864,21.075333,20.34345,0.7318821,0.25446892,0.47741318
1328028420777921920,19.1118,19.4464,18.717192,0.729208,0.33460045,0.39460754
1328028425080966656,20.182278,20.415508,19.6933,0.722208,0.23323059,0.48897743
1328028425080975104,17.625778,18.057003,17.042704,1.0142994,0.43122482,0.58307457
1328028455137659264,21.513319,20.398193,19.09951,1.2986832,-1.1151257,2.4138088
1328028455137663872,20.189013,20.578966,19.706743,0.8722229,0.3899536,0.4822693
1328028455137664896,19.5172,19.813633,19.051277,0.7623558,0.2964325,0.4659233
1328028489497390080,19.244045,19.622898,18.655619,0.96727943,0.37885284,0.5884266
1328028489497393920,18.973148,19.214102,18.609232,0.60486984,0.24095345,0.3639164
1328028489497396224,20.21016,20.662537,19.90109,0.761446,0.45237732,0.30906868
1328028489497398016,20.834696,20.459408,18.831945,1.6274624,-0.375288,2.0027504
1328028489497405696,19.087503,19.353958,18.717676,0.63628197,0.2664547,0.36982727
1328028489497410816,18.599627,18.858702,18.205078,0.6536236,0.25907516,0.39454842
1328028489497414016,20.425842,20.866022,19.980307,0.8857155,0.44017982,0.44553566
1328028489499842176,21.060463,21.539364,19.685959,1.853405,0.4789009,1.3745041
1328028493800437888,21.285337,19.572645,17.905441,1.6672039,-1.7126923,3.3798962
1328028493800441600,16.596222,16.948593,16.075369,0.87322426,0.35237122,0.52085304
1328028523857147008,20.543833,20.68625,20.14999,0.5362606,0.14241791,0.3938427
1328028523857149440,20.006226,20.438082,19.57228,0.86580086,0.43185616,0.4339447
1328028523857162752,20.106215,20.443306,19.489397,0.9539089,0.33709145,0.6168175
1328028528160176896,19.39251,19.7142,18.989777,0.72442245,0.3216896,0.40273285
1328028558216895744,20.13195,20.46962,19.549196,0.9204235,0.33766937,0.58275414
1328028562519921280,17.128414,17.517742,16.59183,0.92591286,0.389328,0.53658485
1328028562519928448,19.208052,19.513994,18.860804,0.6531906,0.30594254,0.34724808
1328028592576642944,20.145689,20.50235,19.669285,0.83306503,0.35666084,0.4764042
1328028699960205568,15.487064,15.977144,14.838014,1.1391306,0.49007988,0.6490507
1328028592576645760,20.046965,20.434444,19.529228,0.9052162,0.38747978,0.51773643
1328028592576647296,19.932459,20.965029,18.857925,2.1071033,1.0325699,1.0745335
1328028592576650496,18.24598,18.471943,17.773054,0.6988888,0.22596359,0.4729252
1328028592576650624,19.071754,19.346466,18.642427,0.7040386,0.2747116,0.429327
1328028596870446720,20.552917,20.774979,19.928427,0.8465519,0.22206116,0.62449074
1328028596877532928,21.042746,19.884172,20.575682,-0.69150925,-1.1585732,0.4670639
1328028596877535488,20.995289,21.61253,20.43478,1.1777496,0.6172409,0.5605087
1328028596879659264,16.893297,17.16335,16.46798,0.6953697,0.27005196,0.42531776
1328028626936304512,20.943703,21.101315,19.829008,1.2723064,0.15761185,1.1146946
1328028631240727808,17.298708,17.669865,16.756609,0.9132557,0.3711567,0.542099
1328028661296050944,17.99969,18.42472,17.434341,0.99037933,0.42503166,0.5653477
1328028661296051200,21.75484,19.996803,18.34655,1.6502533,-1.7580376,3.4082909
1328028661296056064,20.678333,20.837957,20.219374,0.6185837,0.1596241,0.45895958
1328028661298341504,20.818623,21.058956,19.840689,1.2182674,0.24033356,0.9779339
1328028695655787008,19.40536,19.678701,18.986115,0.6925869,0.27334213,0.41924477
1328029554649360640,19.808006,20.034018,19.281734,0.7522831,0.22601128,0.5262718
1328029554649362304,19.906242,20.348335,19.458504,0.88983154,0.4420929,0.44773865
1328028699960205696,17.059345,17.413387,16.542238,0.87114906,0.35404205,0.517107
1328028734318638208,19.93832,20.232517,19.544529,0.6879883,0.29419708,0.3937912
1328028734320003584,17.470787,17.789045,17.007797,0.7812481,0.3182583,0.4629898
1328028764375286016,21.032146,21.420015,20.021349,1.3986664,0.38786888,1.0107975
1328028764375286144,20.238247,20.429745,19.71863,0.7111149,0.1914978,0.5196171
1328028764375945088,20.272373,20.762344,19.857111,0.9052334,0.48997116,0.41526222
1328028768680399616,20.854935,19.831566,18.19395,1.6376152,-1.0233688,2.660984
1328028798735032960,19.705574,20.031923,19.25022,0.78170395,0.32634926,0.4553547
1328028803038110208,19.72094,20.076225,19.367043,0.70918274,0.35528564,0.3538971
1328028833094776320,20.53453,20.95776,19.837706,1.1200542,0.42322922,0.696825
1328028837397849856,19.021675,19.270527,18.549982,0.7205448,0.24885178,0.47169304
1328028837397851264,20.273048,20.641603,19.75039,0.8912144,0.36855507,0.5226593
1328028867454524928,18.23075,18.510216,17.85951,0.65070534,0.27946663,0.3712387
1328028867454531456,19.114716,19.348497,18.766048,0.58244896,0.23378181,0.34866714
1328028867454533760,20.627,20.793314,20.142454,0.65085983,0.16631317,0.48454666
1328028867456808832,20.51612,20.812656,20.235594,0.5770626,0.2965355,0.2805271
1328028867460465152,19.9314,20.278332,19.442265,0.8360672,0.34693146,0.48913574
1328028871748459008,21.092333,21.596796,20.233932,1.3628635,0.5044632,0.85840034
1328028871757591808,16.912878,17.29387,16.380913,0.91295815,0.3809929,0.53196526
1328028871757592960,17.23026,17.599312,16.694128,0.9051838,0.36905098,0.5361328
1328028871757599616,17.748947,18.062548,17.296045,0.7665024,0.31360054,0.45290184
1328028901814226816,20.456692,20.826754,20.018131,0.80862236,0.37006187,0.4385605
1328028901814237568,19.247131,20.628195,18.113516,2.514679,1.3810635,1.1336155
1328028901814238720,21.468071,20.207848,18.740236,1.4676113,-1.2602234,2.7278347
1328028901814244736,20.063461,20.405897,19.56136,0.84453773,0.34243584,0.5021019
1328028901814906496,19.096676,19.36107,18.675493,0.6855774,0.26439476,0.42118263
1328028936174644736,21.02199,21.69491,20.466581,1.2283287,0.6729202,0.5554085
1328028970533725824,20.505651,20.774397,20.00061,0.77378654,0.26874542,0.5050411
1328028970533727360,19.913843,20.171701,19.47315,0.6985512,0.25785828,0.4406929
1328028970533733632,19.184004,19.400423,18.796183,0.6042404,0.21641922,0.3878212
1328028974834606720,21.049364,,20.382435,,,0.66692924
1328028974834628224,20.586643,20.729969,19.850908,0.87906075,0.1433258,0.73573494
1328029004893483392,20.741602,21.008722,20.23738,0.77134323,0.26712036,0.50422287
1328029004894273792,20.509401,21.629826,19.308187,2.321638,1.1204243,1.2012138
1328029039253216256,20.530277,20.865225,20.207277,0.65794754,0.3349476,0.32299995
1328029039253220480,21.036728,20.390446,18.983692,1.4067535,-0.6462822,2.0530357
1328029043556322688,20.598536,20.821638,20.026443,0.7951946,0.22310257,0.57209206
1328029073612958208,19.255991,19.590847,18.888206,0.70264053,0.33485603,0.3677845
1328029073612974592,19.829042,20.230585,19.40363,0.8269558,0.40154266,0.42541313
1328029073612975104,20.320343,20.679821,19.766342,0.91347885,0.359478,0.55400085
1328029073612977920,20.798609,20.520914,20.312304,0.20861053,-0.2776947,0.48630524
1328029077916040064,20.482882,20.83059,20.068308,0.7622814,0.34770775,0.41457367
1328029077916048768,16.416298,17.280422,15.501652,1.7787704,0.8641243,0.91464615
1328029107972702976,20.019543,20.368898,19.532604,0.8362942,0.3493557,0.48693848
1328029112274715008,21.039251,,19.736158,,,1.303093
1328029142332452608,19.665106,19.849226,19.186686,0.66254044,0.18412018,0.47842026
1328029142332460672,18.733711,18.953917,18.325768,0.62814903,0.2202053,0.40794373
1328029142332461312,19.573069,19.869196,19.199684,0.6695118,0.29612732,0.37338448
1328029142332467712,19.268324,19.58686,18.836687,0.75017357,0.31853676,0.4316368
1328029142333083904,21.031096,21.474482,20.543251,0.93123055,0.44338608,0.48784447
1328029146626567680,20.676353,20.831972,19.797634,1.034338,0.15561867,0.87871933
1328029146626616320,20.479214,20.424166,20.15225,0.27191544,-0.05504799,0.32696342
1328029146633334656,21.021427,,,,,
1328029176692163200,19.19362,19.448812,18.771193,0.67761993,0.2551918,0.42242813
1328029176692167296,20.910946,21.10008,20.082747,1.017334,0.1891346,0.8281994
1328029176692170752,19.783875,20.212132,19.259756,0.9523754,0.428257,0.5241184
1328029176692170880,20.177221,20.557316,19.761631,0.7956848,0.38009453,0.4155903
1328029176692172416,20.88606,20.85012,20.103811,0.7463093,-0.03594017,0.78224945
1328029176692177408,19.582554,20.300608,18.599182,1.7014256,0.7180538,0.98337173
1328029211051909888,20.786154,21.146261,20.204195,0.9420662,0.36010742,0.5819588
1328029211051918464,18.31699,18.60805,17.90471,0.7033386,0.2910595,0.41227913
1328029211051920512,19.893684,20.29235,19.461542,0.83080864,0.39866638,0.43214226
1328029211054274816,20.900269,21.402676,20.160845,1.2418308,0.5024071,0.73942375
1328029215354963584,19.264164,19.60307,18.760523,0.84254646,0.33890533,0.5036411
1328029245411650560,20.672363,20.737947,19.285131,1.452816,0.06558418,1.3872318
1328029245411653376,19.554256,20.233412,18.656326,1.5770855,0.67915535,0.89793015
1328029245411661696,19.994581,20.342955,19.565468,0.7774868,0.3483734,0.4291134
1328029245411666304,20.925528,21.087566,19.895023,1.192543,0.1620388,1.0305042
1328029245412293504,20.850882,21.168602,20.237122,0.9314804,0.3177204,0.61376
1328029249712550016,20.647327,20.948475,19.161623,1.7868519,0.30114746,1.4857044
1328029279771403392,18.71292,18.966976,18.319979,0.64699745,0.25405693,0.39294052
1328029279771417216,19.790916,20.144804,19.24622,0.89858437,0.35388756,0.5446968
1328029284072300032,21.208807,21.411821,20.886988,0.5248337,0.20301437,0.3218193
1328029284074449152,17.691284,18.13706,17.069344,1.0677166,0.445776,0.6219406
1328029284074458752,19.602222,19.755054,19.171167,0.5838871,0.15283203,0.43105507
1328029314131142912,20.33967,20.876663,19.865093,1.01157,0.536993,0.47457695
1328029314131151616,20.63837,20.962362,20.325315,0.6370468,0.32399178,0.31305504
1328029554649369856,19.905746,20.334925,19.483326,0.85159874,0.42917824,0.4224205
1328029314131152384,18.648489,18.91305,18.259632,0.6534176,0.2645607,0.3888569
1328029314131154688,20.99507,21.168571,20.35118,0.81739235,0.17350197,0.6438904
1328029314131156480,19.763346,20.127834,19.317347,0.81048775,0.3644886,0.44599915
1328029318432043648,20.997652,22.028332,21.426243,0.6020889,1.0306797,-0.42859077
1328029318434176000,18.937483,19.245564,18.581547,0.6640167,0.30808067,0.35593605
1328029318434182400,18.372952,18.638248,17.995457,0.64279175,0.26529694,0.3774948
1328029348490897536,19.13577,20.223267,18.152956,2.0703106,1.0874958,0.9828148
1328029348490902144,18.64637,18.918657,18.26289,0.65576744,0.27228737,0.38348007
1328029348490904960,19.565605,19.999369,19.117718,0.8816509,0.4337635,0.44788742
1328029348490912256,20.813995,20.82652,19.782862,1.0436592,0.0125255585,1.0311337
1328029348490916224,20.314993,20.671844,19.83254,0.839304,0.35685158,0.4824524
1328029348490918784,19.2515,19.522987,18.798609,0.7243786,0.2714882,0.4528904
1328029352793913088,19.225376,19.517994,18.851486,0.6665077,0.2926178,0.37388992
1328029352793919744,19.39158,19.74827,18.950785,0.79748535,0.35668945,0.4407959
1328029352795952384,19.736235,20.04095,19.388699,0.6522522,0.3047161,0.3475361
1328029352796296576,21.156939,20.08599,18.890717,1.1952744,-1.0709476,2.266222
1328029382850635008,19.804218,20.914879,18.778166,2.136713,1.1106606,1.0260525
1328029382850637568,20.824507,20.877218,20.318872,0.5583458,0.052711487,0.5056343
1328029382850642432,20.416357,20.684639,19.836563,0.84807587,0.26828194,0.57979393
1328029382850643712,18.26812,18.540699,17.883305,0.6573944,0.2725792,0.38481522
1328029382850645632,20.264336,20.761196,19.908827,0.8523693,0.4968605,0.3555088
1328029382850649216,19.654305,19.97564,19.225931,0.7497082,0.32133484,0.42837334
1328029382850652672,18.581089,19.283049,17.639183,1.6438656,0.7019596,0.941906
1328029387144536448,20.830317,21.563326,20.557981,1.0053444,0.73300934,0.27233505
1328029387151520768,20.862843,20.842604,20.433271,0.40933228,-0.020238876,0.42957115
1328029387153668096,14.860227,15.279502,14.271048,1.0084543,0.41927528,0.58917904
1328029387153669248,18.732866,18.9657,18.40723,0.5584698,0.23283386,0.3256359
1328029387153670016,19.393082,19.752182,19.015574,0.7366085,0.35910034,0.37750816
1328029387153679232,20.962366,,,,,
1328029387153681024,13.726877,14.231458,13.059698,1.1717596,0.5045805,0.6671791
1328029387155699200,19.006092,19.307476,18.630772,0.6767044,0.30138397,0.37532043
1328029554649375616,19.77782,20.156162,19.352726,0.8034363,0.37834167,0.4250946
1328029417210399360,19.70548,20.166124,19.268759,0.89736557,0.46064377,0.4367218
1328029417210403584,20.092518,20.395725,19.549034,0.84669113,0.3032074,0.54348373
1328029417210405504,19.845932,20.157139,19.339674,0.8174648,0.31120682,0.506258
1328029417210410496,20.069769,20.473576,19.58729,0.8862858,0.4038067,0.4824791
1328029417210418176,20.799587,21.242281,20.204163,1.0381184,0.4426937,0.59542465
1328029417210426368,18.772408,19.00619,18.340685,0.66550446,0.23378181,0.43172264
1328029417210993664,20.283966,20.60533,19.67166,0.93367004,0.32136345,0.6123066
1328029417215505664,20.441732,20.91837,19.915678,1.0026913,0.4766369,0.5260544
1328029417216286848,20.529732,21.067375,20.037739,1.0296364,0.53764343,0.49199295
1328029421504273408,20.394495,20.795668,19.95208,0.8435879,0.40117264,0.44241524
1328029421504290560,20.7619,21.354637,20.365889,0.98874855,0.5927372,0.39601135
1328029421511265024,20.805103,21.107622,20.213348,0.89427376,0.30251884,0.5917549
1328029421512330496,21.174044,21.066826,20.813519,0.25330734,-0.10721779,0.36052513
1328029421513404544,19.089926,19.251987,18.540035,0.7119522,0.16206169,0.5498905
1328029421513410048,19.6642,19.969957,19.213718,0.75623894,0.30575752,0.4504814
1328029421513418624,16.950605,17.821224,16.031862,1.789362,0.8706188,0.91874313
1328029451570091776,19.03756,19.569527,18.389944,1.1795826,0.53196716,0.64761543
1328029451570095360,20.851992,21.248596,20.091175,1.1574211,0.39660454,0.7608166
1328029451570107904,20.542173,20.67224,19.894629,0.7776108,0.13006592,0.64754486
1328029451570112896,18.641064,18.890024,18.227972,0.66205215,0.2489605,0.41309166
1328029455873165568,19.258768,19.574862,18.818869,0.7559929,0.31609344,0.43989944
1328029455873176704,19.474943,19.747183,19.040083,0.7070999,0.27223969,0.43486023
1328029485929855744,20.186998,20.504423,19.717283,0.7871399,0.31742477,0.46971512
1328029485929857024,19.217361,19.552618,18.689854,0.86276436,0.33525658,0.5275078
1328029485929857664,19.858456,20.263845,19.442741,0.82110405,0.4053898,0.41571426
1328029485929863680,19.566786,19.921028,19.105753,0.8152752,0.35424232,0.46103287
1328029485929866752,19.149778,19.374542,18.754433,0.62010956,0.22476387,0.3953457
1328029485929868032,19.875984,20.345644,19.310923,1.0347214,0.4696598,0.56506157
1328029485929868544,19.70917,19.942303,19.227592,0.71471024,0.23313332,0.48157692
1328029485929870976,20.714407,21.116488,20.105717,1.0107708,0.40208054,0.60869026
1328029554649365376,18.090631,18.542099,17.503891,1.038208,0.4514675,0.5867405
1328029554649367168,19.546225,19.912569,19.18822,0.72435,0.36634445,0.35800552
1328029485929872768,19.6841,20.415318,18.758451,1.6568661,0.73121834,0.92564774
1328029485929878144,20.061413,20.421934,19.531311,0.8906231,0.36052132,0.5301018
1328029490230733440,20.958181,21.428896,20.457266,0.9716301,0.47071457,0.5009155
1328029490232905344,19.920479,20.293144,19.519138,0.7740059,0.3726654,0.40134048
1328029520289586048,19.003466,19.276146,18.58546,0.6906853,0.27268028,0.418005
1328029520289596160,20.233929,20.633339,19.75282,0.88051987,0.39941025,0.48110962
1328029520289601536,20.177645,20.529602,19.500927,1.0286751,0.35195732,0.67671776
1328029520289613440,19.480824,19.881094,19.047365,0.8337288,0.40027046,0.43345833
1328029520289615872,19.961197,20.302526,19.471172,0.83135414,0.34132957,0.49002457
1328029520289622400,18.996641,19.727621,18.210384,1.5172367,0.7309799,0.7862568
1328029520294639104,20.568483,21.033066,19.934437,1.098629,0.46458244,0.63404655
1328029524592669056,17.835075,18.123253,17.39899,0.72426224,0.2881775,0.43608475
1328029554649343616,19.357025,19.633547,18.896114,0.7374325,0.27652168,0.4609108
1328029554649352960,18.27856,18.551973,17.901505,0.6504688,0.2734127,0.37705612
1328029554649356032,18.888607,19.163372,18.45652,0.70685196,0.274765,0.43208694
1328029554649382400,20.427237,20.75127,19.862442,0.8888283,0.32403374,0.56479454
1328029554649950208,19.156347,19.415138,18.702892,0.71224594,0.25879097,0.45345497
1328029558952409344,18.576504,18.878826,18.146086,0.7327404,0.3023224,0.430418
1328029589009091840,18.923748,19.214766,18.533566,0.6812,0.29101753,0.3901825
1328029589009091968,19.761229,20.13341,19.326422,0.80698776,0.37218094,0.43480682
1328029589009104896,20.023876,20.503942,19.569128,0.93481445,0.4800663,0.45474815
1328029589009685888,18.6636,18.917704,18.246113,0.6715908,0.2541027,0.4174881
1328029589014978560,19.934631,20.24729,19.497776,0.7495136,0.3126583,0.43685532
1328029593303020160,19.958366,20.107817,19.566547,0.5412693,0.1494503,0.391819
1328029593303028992,20.638443,21.024467,20.041332,0.9831352,0.38602448,0.59711075
1328029593303069696,20.906193,21.216175,20.524775,0.6914005,0.3099823,0.38141823
1328029593303106432,19.80902,20.144003,19.332266,0.81173706,0.33498383,0.47675323
1328029593303141248,19.64207,20.041882,19.241802,0.80007935,0.3998108,0.40026855
1328029593312127104,19.36391,20.277443,18.395504,1.8819389,0.91353226,0.9684067
1328029593314131456,19.912683,20.121565,19.44478,0.6767845,0.20888138,0.46790314
1328029623368412672,15.126723,15.511017,14.4985285,1.0124884,0.38429356,0.6281948
1328029623368852992,20.220688,20.682863,19.745611,0.93725204,0.46217537,0.47507668
