source_id,teff_gspphot,logg_gspphot,mh_gspphot
4689627481441411584,,,
4689627481441412480,,,
4689627481442236800,,,
4689627481451474432,,,
4689627481451474688,,,
4689627481451505152,,,
4689627481451507200,,,
4689627481451507328,,,
4689627481451510528,,,
4689627481451510784,,,
4689627481451510912,,,
4689627481458091520,,,
4689627481458091904,,,
4689627481458092032,,,
4689627511526585984,,,
4689627511526587520,,,
4689627511526948224,,,
4689627511526952320,,,
4689627511526954112,,,
4689627515802615168,,,
4689627515811188992,,,
4689627515811189248,,,
4689627515811189376,,,
4689627515811191296,,,
4689627515812063488,,,
4689627515812064000,,,
4689627515812064128,,,
4689627515812065536,,,
4689627515812065664,,,
4689627515817149824,,,
4689627515817151360,,,
4689627515817151616,,,
4689627515817152768,,,
4689627545886383232,,,
4689627545886750080,,,
4689627545886814592,,,
4689627545886814720,,,
4689627545886815616,,,
4689627545887296640,,,
4689627545889794816,,,
4689627550171786112,,,
4689627550172001280,,,
4689627550172001536,,,
4689627550172002432,,,
4689627550172042880,,,
4689627550172044032,,,
4689627580245911168,,,
4689627580246074496,,,
4689627584520471040,,,
4689627584522093568,,,
4689627584531826048,,,
4689627584536636416,,,
4689627584536636800,,,
4689627584536649600,,,
4689627584536650752,,,
4689627584536651136,,,
4689627584536651264,,,
4689627584536662144,,,
4689627614606244864,,,
4689627614608701184,,,
4689627614608706560,,,
4689627614608710656,,,
4689627614608713728,,,
4689627618880141440,,,
4689627618880141568,,,
4689627618880141824,,,
4689627618880189824,,,
4689627618881809792,,,
4689627618881811712,,,
4689627618881932544,,,
4689627618882141824,,,
4689627618882209920,,,
4689627618882228608,,,
4689627618882228992,,,
4689627618883855616,,,
4689627618890358016,,,
4689627618890358144,,,
4689627618890373376,,,
4689627648966062976,,,
4689627648966571008,,,
4689627648966571136,,,
4689627648966601728,,,
4689627648966601856,,,
4689627648966602624,,,
4689627648966603264,,,
4689627648966603392,,,
4689627648966603776,,,
4689627648967155456,,,
4689627648967155840,,,
4689627653239938944,,,
4689627653241505408,,,
4689627653241806848,,,
4689627653241807488,,,
4689627653241807616,,,
4689627653241810688,,,
4689627653250131968,,,
4689627653250132096,,,
4689627653250987776,,,
4689627653256121344,,,
4689627683318908416,,,
4689627683327016192,,,
4689627687599049600,,,
4689627687599049728,,,
4689627687599053440,,,
4689627687599059584,,,
4689627687599060224,,,
4689627687599632896,,,
4689627687599636224,,,
4689627687601232768,,,
4689627687601237632,,,
4689627687601238656,,,
4689627687601394816,,,
4689627687601404160,,,
4689627687610714752,,,
4689627717686038656,,,
4689627717686041088,,,
4689627717686043776,,,
4689627717686044160,,,
4689627717686044288,,,
4689627717686045568,,,
4689627717686048512,,,
4689627717686049920,,,
4689627717686052096,,,
4689627717686054144,,,
4689627717686056192,,,
4689627717686059008,,,
4689627717686059136,,,
4689627717686059520,,,
4689627721959384064,,,
4689627721969592192,,,
4689627721969592960,,,
4689627721969595136,,,
4689627752046366592,,,
4689627752049018624,,,
4689627752049020544,,,
4689627752049039744,,,
4689627756319065728,,,
4689627756319068288,,,
4689627756319068416,,,
4689627756319074688,,,
4689627756320708352,,,
4689627756320882304,,,
4689627756329303680,,,
4689627756330173568,,,
4689627756330173696,,,
4689627786406084864,,,
4689627786408799872,,,
4689627786408817536,,,
4689627786408818048,,,
4689627786408818304,,,
4689627786408819456,,,
4689627786408995200,,,
4689627786408998016,,,
4689627786408998144,,,
4689627790678230272,,,
4689627790678231296,,,
4689627790678233216,,,
4689627790678236160,,,
4689627790678251776,,,
4689627790688729600,,,
4689627790688729728,,,
4689627790688729984,,,
4689627790694941568,,,
4689627820758053760,,,
4689627820768779648,,,
4689627820768780928,,,
4689627820768861440,,,
4689627855128146560,,,
4689627855128146688,,,
4689627855128146944,,,
4689627855128257664,,,
4689627855128260864,,,
4689627855128261248,,,
4689627855128275584,,,
4689627855128275968,,,
4689627855128277504,,,
